treeID,Z,npoints,convhull_area,area,perimeter
7312,12.65,7,0.546,0.545799999992596,3.52742446976659
7313,12.65,4,0.114,0.113799999962794,1.85343807991694
7314,12.65,28,4.596,4.59634999989066,9.91648680853218
7315,12.65,9,0.679,0.679000000003725,3.296127428345
7316,12.65,14,1.223,1.22330000007059,4.65423000055993
7317,12.64,9,0.683,0.682599999970989,4.65040867824423
7318,12.64,5,0.384,0.383850000071106,2.71237085107059
7319,12.64,8,9.967,9.96660000015981,21.2752182397223
7321,12.64,36,7.425,7.42505000007804,12.5642537846495
7323,12.64,12,1.408,1.40834999998333,4.51095337449899
7324,12.64,26,2.271,2.27095000026748,9.99209063312482
7325,12.64,42,8.792,8.792100000137,11.5422898998424
7326,12.64,7,0.66,0.659950000001118,3.42366861894688
7327,12.64,8,0.719,0.718600000051083,4.8127269284531
7330,12.63,5,0.163,0.162550000008196,1.66888279267191
7331,12.63,16,2.35,2.3498499999987,5.96766166547231
7332,12.63,7,0.612,0.611949999991339,4.4785890267383
7333,12.63,9,0.574,0.574199999973644,3.06362808701888
7334,12.63,4,0.341,0.340800000005402,2.66520865807396
7335,12.63,5,0.677,0.676699999952689,3.1938839575486
7337,12.63,27,5.326,5.32625000004191,10.2455918272684
7339,12.63,6,0.392,0.391900000075111,3.70093066133196
7340,12.63,4,0.262,0.262099999963539,2.90057292802979
7341,12.63,12,0.81,0.81005000002915,4.11683759194244
7342,12.62,6,0.499,0.499300000083167,3.21847863841577
7344,12.62,8,0.541,0.540600000123959,3.25044806542735
7345,12.62,24,6.615,6.61510000028647,10.2646967111246
7346,12.62,12,1.579,1.57884999993257,5.0695403204083
7348,12.62,10,1.109,1.10899999988033,4.33533699369101
7349,12.62,6,0.377,0.377399999997579,2.80725082994572
7350,12.62,28,52.075,52.0751000004821,32.5877176344842
7352,12.62,6,0.458,0.458000000071479,2.93646726463561
7353,12.61,4,0.111,0.111450000011246,1.99706176551948
7354,12.61,5,0.275,0.27540000002773,2.63259507603628
7355,12.61,8,0.93,0.929849999956787,5.33424542367455
7356,12.61,5,0.478,0.477699999988545,2.86950026672412
7357,12.61,8,0.688,0.687750000099186,3.65042113160729
7358,12.61,15,2.396,2.39589999985765,8.15681825837596
7359,12.61,13,2.178,2.17835000000196,7.3516418571657
7360,12.6,4,0.284,0.283950000011828,2.47977733145616
7361,12.6,38,2.553,2.55349999980535,9.01922491321166
7362,12.6,11,1.342,1.3416000000434,5.97578638647036
7363,12.6,11,1.561,1.56114999996498,5.52989588396745
7364,12.6,12,1.661,1.66139999998268,5.41919037431459
7365,12.6,6,0.24,0.239700000005541,2.24736592101897
7366,12.6,7,0.736,0.736049999948591,4.29120637146381
7367,12.6,8,0.78,0.779650000040419,3.8867167880356
7368,12.6,8,1.091,1.09054999990622,4.02668009977251
7369,12.6,8,9.019,9.0191000001505,21.3241779963877
7370,12.6,4,0.077,0.0773999999801163,1.94282295899205
7371,12.59,5,0.367,0.366699999955017,3.05222145976667
7374,12.59,7,0.274,0.273750000022119,2.46181654580546
7375,12.59,4,0.012,0.0122499999852153,2.13872035262926
7376,12.59,12,0.655,0.655350000044564,3.24637909869887
7377,12.59,5,0.789,0.789400000008754,3.66698873391994
7379,12.59,10,0.926,0.926150000130292,4.65249592064473
7380,12.59,6,0.821,0.820850000018254,3.57725267796204
7381,12.59,7,0.581,0.58099999994738,3.03017938856358
7382,12.58,5,0.462,0.461950000026263,2.87232277642925
7383,12.58,15,1.869,1.86904999983381,5.88218292010766
7384,12.58,21,2.545,2.54520000005141,8.3096083890507
7385,12.58,4,0.16,0.160500000019965,1.86390300435684
7386,12.58,5,0.529,0.52919999990263,3.25689480787737
7387,12.58,9,0.615,0.615400000009686,3.34947312110984
7388,12.58,6,0.838,0.838250000029802,4.28078054854888
7389,12.58,14,1.655,1.65455000021029,6.17448143832037
7390,12.57,4,0.372,0.372399999963818,2.62569748421812
7391,12.57,13,1.578,1.57819999998901,5.54536621044959
7392,12.57,13,1.551,1.55074999999488,5.97921863147135
7393,12.57,9,0.646,0.645649999845773,4.02135150712458
7394,12.57,9,0.602,0.602299999911338,3.01078831689156
7395,12.57,18,2.118,2.11754999996629,7.14984081080871
7398,12.57,17,1.396,1.39600000006612,4.77145151254406
7401,12.57,6,0.768,0.768100000044797,3.75575924461405
7402,12.56,6,0.469,0.469050000014249,3.03672594633611
7403,12.56,10,1.225,1.22504999994999,4.70529103494837
7404,12.56,11,1.316,1.31604999996489,4.73292515295358
7406,12.56,11,3.17,3.16985000003478,6.95617446449643
7407,12.56,8,0.791,0.7911000000895,3.46773996622018
7408,12.56,19,1.07,1.07019999990007,4.58115260193736
7409,12.56,8,0.697,0.696700000029523,4.04349598704655
7411,12.55,4,0.279,0.278999999980442,2.52154423923689
7412,12.55,30,6.481,6.48109999997541,10.7825113005414
7413,12.55,9,0.847,0.846599999815226,4.69851434264509
7414,12.55,12,1.262,1.26175000009243,5.03422459827676
7416,12.55,11,0.724,0.723800000094343,3.29550838522201
7418,12.55,10,1.015,1.01544999994803,3.92922171752911
7419,12.54,6,0.771,0.771149999985937,3.61380400800408
7420,12.54,36,5.132,5.13164999976289,9.93187610432057
7423,12.54,5,0.368,0.36780000012368,2.77262329384339
7424,12.54,5,0.129,0.128549999993993,1.69691928576429
7425,12.54,7,0.588,0.588150000054156,3.42812770444113
7427,12.54,6,0.542,0.541999999986729,3.06099412884147
7428,12.54,10,0.957,0.957250000210479,3.86361833147835
7429,12.54,6,0.391,0.390800000081072,2.82731429746104
7430,12.54,7,1.395,1.39479999999458,5.16140844977937
7431,12.54,7,1.288,1.28839999996126,4.72958940137977
7432,12.54,8,0.973,0.973000000027241,4.05126179906275
