"treeID","Z","npoints","convhull_area","area","perimeter","max_area_conifer","avg_area_conifer","max_perimeter_conifer","avg_perimeter_conifer","crown_diameter_hull_conifer","AGB_conifer"
1845,18.73,10,0.854,0.854150000028312,3.95762293041665,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,3.95762293041665,268.54568993762
1846,18.73,18,23.49,23.4904499999247,25.8912092067836,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,25.8912092067836,7747.35155828869
1847,18.73,14,2.23,2.22950000001583,6.3365321194724,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,6.3365321194724,623.627162271327
1848,18.73,8,0.408,0.407849999930477,2.75814656883354,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,2.75814656883354,140.706975007436
1849,18.73,19,2.763,2.7625499998685,6.55216915336224,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,6.55216915336224,662.124894127039
1850,18.73,45,12.758,12.7583000006853,15.1956273999588,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,15.1956273999588,2984.60556566549
1851,18.73,12,0.953,0.953099999926053,4.10074251020194,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,4.10074251020194,286.176825395454
1852,18.73,4,0.249,0.249050000042189,2.28437982221717,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,2.28437982221717,100.416682799268
1853,18.73,34,10.347,10.3467000000528,12.8769853496806,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,12.8769853496806,2219.10579167535
1854,18.73,7,0.801,0.800800000026356,3.61442003748797,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,3.61442003748797,228.296744232415
1855,18.72,55,10.802,10.8016499999212,12.9124019183605,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,12.9124019183605,2227.911934207
1857,18.71,10,1.346,1.34634999983246,5.03891176906487,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,5.03891176906487,413.012155544569
1858,18.71,6,0.148,0.1480000000156,1.82512528281061,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,1.82512528281061,67.0646934268404
1859,18.71,6,0.952,0.952099999994971,4.82789679444003,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,4.82789679444003,382.566399962359
1860,18.71,14,1.97,1.96979999990435,7.00188696775786,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,7.00188696775786,744.243525693071
1861,18.71,31,9.585,9.58535000029951,12.5696738826799,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,12.5696738826799,2121.14336262634
1862,18.7,12,1.821,1.82144999993034,6.80138784505958,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,6.80138784505958,705.852632091045
1863,18.7,11,1.835,1.83475000003818,6.03495005533376,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,6.03495005533376,569.862826608907
1864,18.7,30,63.421,63.4210500002664,32.4488818423735,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,32.4488818423735,11572.0943985595
1865,18.7,4,0.107,0.107299999981478,2.35377485677913,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,2.35377485677913,105.638845413513
1866,18.7,13,2.064,2.06419999999343,5.67221125561527,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,5.67221125561527,510.012982670279
1867,18.69,28,6.159,6.15864999999758,10.3114190472897,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,10.3114190472897,1485.21256755401
1868,18.69,11,2.217,2.21710000000894,5.76071918414655,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,5.76071918414656,523.84393076796
1869,18.69,30,5.942,5.94154999987222,9.51721605680143,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,9.51721605680143,1286.71210376625
1870,18.69,4,0.302,0.302449999959208,2.47963583299567,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,2.47963583299567,115.851846879885
1871,18.68,8,5.73,5.72959999972954,20.7726736579198,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,20.7726736579198,5198.09195820396
1872,18.68,14,3.246,3.24614999996265,6.98984657147309,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,6.98984657147309,739.826096029177
1873,18.68,11,1.359,1.3585000000312,6.48957174973823,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,6.48957174973823,647.737847904973
1874,18.67,17,2.33,2.32974999991711,6.13135434565142,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,6.13135434565142,584.577745335456
1875,18.67,7,0.957,0.956599999917671,4.6034573173325,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,4.6034573173325,349.974877242056
1877,18.67,23,5.433,5.43324999988545,9.63267732644673,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,9.63267732644673,1312.2707426711
1878,18.67,21,4.681,4.68150000006426,9.38069843734355,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,9.38069843734355,1251.46081755268
1879,18.67,9,1.495,1.49504999991041,5.63182228845036,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,5.63182228845036,502.085755430157
1880,18.66,101,60.757,60.7571000008029,31.818045075697,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,31.818045075697,11129.7485119886
1881,18.66,47,18.374,18.3735499997274,18.3137425212737,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,18.3137425212737,4140.6718635436
1882,18.66,17,2.254,2.25395000027493,9.64832746509395,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,9.64832746509395,1314.82799320604
1883,18.66,20,4.32,4.319849999898,9.12203730792373,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,9.12203730792373,1189.22546454018
1884,18.66,6,0.282,0.282000000053813,3.90803900258509,83.7045999988914,4.92768505291077,42.0553040402292,8.19420746589663,3.90803900258509,260.799173690456
