"","treeID","V1","coords.x1","coords.x2","coords.x3","optional"
"2251",2396,17.63,574140.65,300327.68,17.63,TRUE
"2252",2397,17.63,574140.73,300418.64,17.63,TRUE
"2253",2398,17.63,574106.23,300357.71,17.63,TRUE
"2254",2399,17.62,574144.55,300305.55,17.62,TRUE
"2255",2400,17.62,574141.59,300363.8,17.62,TRUE
"2256",2401,17.62,574142.54,300305.74,17.62,TRUE
"2257",2402,17.62,574067.53,300433.16,17.62,TRUE
"2258",2403,17.61,574133.48,300291.08,17.61,TRUE
"2259",2404,17.61,574109.5,300361.62,17.61,TRUE
"2260",2405,17.61,574188.87,300390.09,17.61,TRUE
"2261",2406,17.61,574070.49,300436.16,17.61,TRUE
"2262",2407,17.61,574054.36,300408.19,17.61,TRUE
"2263",2408,17.6,574122.26,300408.03,17.6,TRUE
"2264",2409,17.6,574069.93,300416.95,17.6,TRUE
"2265",2410,17.6,574197.48,300336.96,17.6,TRUE
"2266",2411,17.6,574076.1,300424.48,17.6,TRUE
"2267",2412,17.6,574189.11,300370.55,17.6,TRUE
"2268",2413,17.6,574134.04,300311.75,17.6,TRUE
"2269",2414,17.59,574044.37,300387.64,17.59,TRUE
"2270",2415,17.59,574137.7,300348.68,17.59,TRUE
"2271",2416,17.59,574043.09,300336.56,17.59,TRUE
"2272",2417,17.58,574037.7,300384.9,17.58,TRUE
"2273",2418,17.58,574186.2,300389.35,17.58,TRUE
"2274",2419,17.58,574116.87,300383.13,17.58,TRUE
"2275",2420,17.58,574188.84,300391.88,17.58,TRUE
"2276",2421,17.58,574177.17,300348.72,17.58,TRUE
"2277",2422,17.57,574194.96,300331.37,17.57,TRUE
"2278",2423,17.57,574091.55,300440.28,17.57,TRUE
"2279",2424,17.57,574124.48,300431.08,17.57,TRUE
"2280",2425,17.56,574005.2,300364.96,17.56,TRUE
"2281",2426,17.56,574095.37,300366.89,17.56,TRUE
"2282",2427,17.56,574025.25,300348.8,17.56,TRUE
"2283",2428,17.55,574182.35,300404.96,17.55,TRUE
"2284",2429,17.55,574001.73,300352.3,17.55,TRUE
"2285",2430,17.55,574150.43,300411.84,17.55,TRUE
"2286",2431,17.55,574131.41,300312.85,17.55,TRUE
"2287",2432,17.55,574087.15,300324.85,17.55,TRUE
"2288",2434,17.54,574053.98,300380.19,17.54,TRUE
"2289",2435,17.54,574134.36,300292.16,17.54,TRUE
"2290",2436,17.54,574155.95,300385.58,17.54,TRUE
"2291",2437,17.54,574058.46,300347.83,17.54,TRUE
"2292",2438,17.54,574183.38,300403,17.54,TRUE
"2293",2439,17.54,574124.88,300358.99,17.54,TRUE
"2294",2440,17.53,574084.01,300327.73,17.53,TRUE
"2295",2441,17.53,574123.29,300344.96,17.53,TRUE
"2296",2442,17.53,574045.53,300363.18,17.53,TRUE
"2297",2443,17.53,574164.37,300344.8,17.53,TRUE
"2298",2445,17.52,574183.64,300381.8,17.52,TRUE
"2299",2446,17.52,574118.3,300387.16,17.52,TRUE
"2300",2447,17.52,574067.49,300434.96,17.52,TRUE
"2301",2448,17.52,574192.83,300340.39,17.52,TRUE
"2302",2449,17.51,574121.39,300306.84,17.51,TRUE
"2303",2450,17.51,574089.05,300319.27,17.51,TRUE
"2304",2451,17.51,574096.26,300312.68,17.51,TRUE
"2305",2452,17.5,574099.34,300464.83,17.5,TRUE
"2306",2453,17.5,574083.76,300389.39,17.5,TRUE
"2307",2454,17.5,574022.5,300376.01,17.5,TRUE
"2308",2456,17.5,574130.62,300366.16,17.5,TRUE
"2309",2457,17.5,574196.48,300334.8,17.5,TRUE
"2310",2458,17.49,574154.59,300370.39,17.49,TRUE
"2311",2460,17.49,574159.29,300338.24,17.49,TRUE
"2312",2461,17.49,574072.3,300334.74,17.49,TRUE
"2313",2462,17.49,574046.5,300388.14,17.49,TRUE
"2314",2463,17.49,574162.58,300338.41,17.49,TRUE
"2315",2464,17.48,574000.16,300348.54,17.48,TRUE
"2316",2465,17.48,574140.46,300402.78,17.48,TRUE
"2317",2466,17.48,574080.46,300435.86,17.48,TRUE
"2318",2467,17.48,574164.61,300327.92,17.48,TRUE
"2319",2468,17.47,574201.22,300387.78,17.47,TRUE
"2320",2469,17.47,574111.97,300320.94,17.47,TRUE
"2321",2470,17.46,574131.57,300303.96,17.46,TRUE
"2322",2471,17.46,574137.6,300414.02,17.46,TRUE
"2323",2472,17.46,574045.04,300389.32,17.46,TRUE
"2324",2473,17.46,574026.47,300346.1,17.46,TRUE
"2325",2475,17.45,574188.03,300381.02,17.45,TRUE
"2326",2476,17.44,574083.35,300326.89,17.44,TRUE
"2327",2477,17.44,574080.15,300329.75,17.44,TRUE
"2328",2478,17.44,574060.9,300334.86,17.44,TRUE
"2329",2479,17.43,574171.71,300360.07,17.43,TRUE
"2330",2480,17.43,574155.35,300317.12,17.43,TRUE
"2331",2481,17.43,574025.78,300386.11,17.43,TRUE
"2332",2482,17.43,574186.3,300381.34,17.43,TRUE
"2333",2484,17.42,574025.22,300350.56,17.42,TRUE
"2334",2485,17.42,574076.22,300321.63,17.42,TRUE
"2335",2486,17.42,574055.62,300334.41,17.42,TRUE
"2336",2487,17.41,574077.15,300322.27,17.41,TRUE
"2337",2488,17.41,573998.66,300355.4,17.41,TRUE
"2338",2489,17.4,574042.96,300343.68,17.4,TRUE
"2339",2490,17.4,574100.91,300472.22,17.4,TRUE
"2340",2491,17.4,574084.88,300322.95,17.4,TRUE
"2341",2492,17.4,574155.96,300335.21,17.4,TRUE
"2342",2493,17.4,574038.79,300410.3,17.4,TRUE
"2343",2494,17.39,574106.21,300460.04,17.39,TRUE
"2344",2495,17.39,574156.24,300315.72,17.39,TRUE
"2345",2496,17.39,574095.99,300461.4,17.39,TRUE
"2346",2498,17.39,574135.6,300318.02,17.39,TRUE
"2347",2499,17.38,574062.03,300434.62,17.38,TRUE
"2348",2500,17.38,574094.47,300417.66,17.38,TRUE
"2349",2501,17.38,574189.05,300374.13,17.38,TRUE
"2350",2502,17.38,574117.86,300319.09,17.38,TRUE
"2351",2503,17.38,574122.29,300454.84,17.38,TRUE
"2352",2504,17.38,574023.79,300375.31,17.38,TRUE
"2353",2505,17.37,574106.39,300302.77,17.37,TRUE
"2354",2506,17.37,574025.64,300352.68,17.37,TRUE
"2355",2507,17.37,574047.51,300411.02,17.37,TRUE
"2356",2508,17.36,574165.99,300341.85,17.36,TRUE
"2357",2509,17.36,574070.96,300360.9,17.36,TRUE
"2358",2510,17.36,574131.92,300280.86,17.36,TRUE
"2359",2511,17.36,574143.39,300313.13,17.36,TRUE
"2360",2512,17.36,574085.08,300364.78,17.36,TRUE
"2361",2513,17.36,574150.02,300383.21,17.36,TRUE
"2362",2514,17.36,574015.61,300375.21,17.36,TRUE
"2363",2515,17.35,574043.49,300388.22,17.35,TRUE
