"treeID","Z","npoints","convhull_area","max_area","avg_area","max_perimeter","avg_perimeter","crown_diameter","crown_diameter_hull"
1217,19.48,31,5.047,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,9.91633031933526,9.91633031933526
1218,19.48,73,23.086,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,19.1648829882384,19.1648829882384
1219,19.48,113,47.441,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,26.4109201777738,26.4109201777738
1220,19.48,11,1.844,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,6.79558997094848,6.79558997094848
1221,19.48,100,32.752,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,22.3970407513386,22.3970407513386
1222,19.48,85,20.261,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,19.1054385975867,19.1054385975867
1223,19.48,18,3.953,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,8.02879654971621,8.02879654971621
1224,19.47,22,10.084,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,12.4843926954274,12.4843926954274
1225,19.47,107,51.972,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,29.9884284090203,29.9884284090203
1226,19.47,119,24.235,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,19.4880374978831,19.4880374978831
1227,19.47,32,8.969,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,11.7787350643527,11.7787350643527
1228,19.46,20,4.177,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,8.10660269765125,8.10660269765125
1229,19.46,7,1.533,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,5.58405417012281,5.58405417012281
1230,19.46,19,3.315,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,8.37667041112538,8.37667041112538
1231,19.45,104,33.672,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,25.9790162543885,25.9790162543885
1232,19.44,51,15.988,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,16.965721693062,16.965721693062
1233,19.44,13,2.381,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,6.54299116805478,6.54299116805478
1234,19.44,29,7.647,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,10.7471878796489,10.7471878796489
1235,19.43,13,2.137,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,6.65639439118424,6.65639439118424
1236,19.43,48,15.198,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,14.9966059330561,14.9966059330561
1237,19.42,44,10.654,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,13.555204108495,13.555204108495
1238,19.42,32,7.788,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,11.5290438305643,11.5290438305643
1239,19.42,114,48.032,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,26.537689082523,26.537689082523
1240,19.42,33,7.147,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,12.4679977284644,12.4679977284644
1241,19.41,44,10.949,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,13.2287173819487,13.2287173819487
1242,19.4,139,51.272,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,27.5481790834889,27.5481790834889
1243,19.4,54,13.936,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,14.4262842228667,14.4262842228667
1244,19.39,8,1.461,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,6.07665878810452,6.07665878810452
1245,19.38,28,10.666,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,14.4710650138729,14.4710650138729
1246,19.38,37,12.085,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,14.3964905159873,14.3964905159873
1247,19.37,43,18.861,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,17.3223690540612,17.3223690540612
1248,19.36,5,0.742,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,3.46271555728553,3.46271555728553
1249,19.36,17,4.469,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,8.48417404946754,8.48417404946754
1250,19.36,23,5.467,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,9.04619526182003,9.04619526182003
1251,19.36,35,11.961,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,13.4681351677776,13.4681351677776
1252,19.36,11,1.006,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,3.89074381698568,3.89074381698568
1253,19.36,40,10.802,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,12.8021413634094,12.8021413634094
1254,19.35,34,23.261,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,26.1500002979221,26.1500002979221
1255,19.35,98,31.742,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,21.9624291286413,21.9624291286413
1256,19.35,37,11.273,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,14.1679716762766,14.1679716762766
1257,19.35,22,4.51,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,10.9687553947038,10.9687553947038
1258,19.34,163,45.931,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,26.0343717362308,26.0343717362308
1259,19.34,56,22.28,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,20.6111308288959,20.6111308288959
1260,19.34,11,1.969,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,5.77863695139729,5.77863695139729
1261,19.34,80,45.597,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,32.8882001807664,32.8882001807664
1262,19.33,19,3.777,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,7.98807286105766,7.98807286105766
1263,19.33,17,3.61,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,7.56520272536962,7.56520272536962
1264,19.33,48,8.428,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,11.8694437624032,11.8694437624032
1265,19.32,20,2.981,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,7.36370328558774,7.36370328558774
1266,19.32,134,45.63,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,27.4253306575314,27.4253306575314
1267,19.32,10,1.68,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,5.63501211800956,5.63501211800956
1268,19.32,224,91.455,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,36.3878446836903,36.3878446836903
1269,19.32,114,28.132,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,20.480731792353,20.480731792353
1270,19.32,109,29.311,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,21.5814502063417,21.5814502063417
1271,19.31,48,20.347,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,17.8189475648071,17.8189475648071
1272,19.31,26,8.118,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,11.13260797548,11.13260797548
1273,19.31,73,20.156,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,17.7264625998749,17.7264625998749
1274,19.3,33,7.416,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,11.8217282339361,11.8217282339361
1275,19.3,29,7.113,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,11.4174043216665,11.4174043216665
1276,19.3,67,25.494,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,19.323955927112,19.323955927112
1277,19.29,33,15.122,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,16.2286512144906,16.2286512144906
1278,19.29,121,52.124,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,31.904891854042,31.904891854042
1279,19.29,168,40.759,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,29.5397021311178,29.5397021311178
1280,19.29,37,12.364,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,17.2205127443382,17.2205127443382
1281,19.28,28,7.431,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,10.3007704783498,10.3007704783498
1282,19.27,19,4.371,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,8.73770687733433,8.73770687733433
1283,19.27,66,17.363,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,17.2311344017456,17.2311344017456
1284,19.27,40,8.585,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,13.4182267745331,13.4182267745331
1285,19.26,54,15.413,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,15.1382499068809,15.1382499068809
1286,19.26,56,12.708,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,14.1186144806488,14.1186144806488
1287,19.26,63,35.735,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,28.8225638268671,28.8225638268671
1288,19.26,81,33.136,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,23.2198152995034,23.2198152995034
1289,19.25,89,24.393,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,18.7936425759698,18.7936425759698
1290,19.25,63,22.082,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,18.623571348485,18.623571348485
1291,19.24,88,25.251,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,21.1822685882328,21.1822685882328
1292,19.24,24,6.232,161.759200000204,4.91872353580383,51.0563607563299,7.66378825299338,10.0317550396494,10.0317550396494
