"treeID","Z","npoints","convhull_area","area","perimeter","max_area_drone","avg_area_drone","max_perimeter_drone","avg_perimeter_drone","crown_diameter_hull_drone","AGB_drone_mixed","tree_height_crown_diameter"
50,26.7279,2404,58.501,58.5012793586066,31.7064414499963,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,31.7064414499963,13891.5782386991,847.446596431357
51,26.7238,2518,22.007,22.0073214353761,18.1510898441839,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,18.1510898441839,4518.33783430785,485.066094778002
52,26.6318,21231,86.258,86.2579551918898,39.100046435057,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,39.100046435057,21030.3038875133,1041.30461664915
53,26.6126,6280,57.959,57.959226091858,31.752481475298,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,31.752481475298,13811.4936901014,845.016088509515
54,26.6036,12541,72.343,72.3427691394463,33.0400932803399,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,33.0400932803399,14951.9060419446,878.985425592851
55,26.5324,13804,170.04,170.040104989894,49.470260502444,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,49.470260502444,33514.9430300322,1312.56473975505
56,26.5172,6065,85.502,85.5020043748082,35.1828846912985,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,35.1828846912985,16857.2930216475,932.9515899361
57,26.5139,10601,59.746,59.7461856745649,30.9423893149725,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,30.9423893149725,13013.6381356643,820.40341605825
58,26.5064,13921,78.995,78.9948531706177,34.5900847388406,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,34.5900847388406,16277.0660949498,916.858622121604
59,26.4998,2770,18.802,18.8023757804185,17.4533200714626,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,17.4533200714626,4105.34175559342,462.509491229744
60,26.4994,4597,32.341,32.3406609606172,21.3610974069989,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,21.3610974069989,6165.49324667399,566.056264627027
61,26.4871,14898,49.352,49.3517801001435,26.7519383859338,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,26.7519383859338,9689.37687277502,708.581267222067
62,26.4856,1782,15.222,15.2223278599558,15.6341880259471,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,15.6341880259471,3285.8962689115,414.080850380024
63,26.4806,7161,52.2,52.2002416200703,27.8114580096469,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,27.8114580096469,10472.1915305296,736.464094970257
64,26.4677,16748,103.205,103.204989185935,38.9261221421458,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,38.9261221421458,20584.7019777621,1030.28492302167
65,26.4419,4875,61.378,61.3775144598912,29.3568456483037,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,29.3568456483037,11642.213830139,776.25077694788
66,26.4096,10185,84.751,84.7509308656445,35.8902792763461,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,35.8902792763461,17403.4910498237,947.847919576589
67,26.3922,2665,25.006,25.0063938400708,21.2721526424423,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,21.2721526424423,6064.23816584446,561.418906969865
68,26.3353,11402,46.128,46.128423059592,27.1246266224174,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,27.1246266224174,9848.41301089438,714.335179489348
69,26.3256,13115,152.568,152.567681045271,46.6548794960712,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,46.6548794960712,29320.5916321925,1228.21769566177
70,26.2867,4074,28.709,28.7094331806293,20.1941883144151,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,20.1941883144151,5417.64947459495,530.838569964536
71,26.2804,7657,81.274,81.2742437543347,35.3920799633459,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,35.3920799633459,16754.3876367109,930.118018268716
72,26.2763,8393,146.208,146.208454204345,45.3857145723061,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,45.3857145723061,27632.6484388128,1192.56865181629
73,26.2681,26295,120.05,120.049526000395,45.92758944917,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,45.92758944917,28283.0085328602,1206.43051240974
74,26.2533,29092,232.573,232.572758603026,56.550812262642,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,56.550812262642,42947.5152101168,1484.64543957482
75,26.2525,19324,167.516,167.516486570355,49.1378889706737,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,49.1378889706737,32364.8356514545,1289.99243020261
76,26.2466,3087,52.447,52.447409675573,29.9680739686935,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,29.9680739686935,11955.5547592191,786.56005022671
77,26.2208,23541,153.204,153.203650386073,46.9700211599919,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,46.9700211599919,29482.9478203238,1231.59153083192
78,26.2073,11912,55.026,55.0255870750989,28.7129967170277,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,28.7129967170277,10935.976356591,752.49011886216
79,26.1744,11191,75.595,75.594822754967,32.2197913518994,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,32.2197913518994,13756.196147898,843.333706761156
80,26.1675,3469,27.874,27.873620045546,20.6641590983188,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,20.6641590983188,5622.76753186253,540.729383205257
81,26.1617,18972,75.144,75.1438359960448,35.4370620357477,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,35.4370620357477,16644.9079267773,927.09378586062
82,26.1611,5894,39.105,39.1048233300316,24.3146358129319,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,24.3146358129319,7797.48949135958,636.097618965694
83,26.1292,10599,65.29,65.2896013155114,30.7773601343543,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,30.7773601343543,12501.0374269923,804.187798422571
84,26.1234,6285,52.719,52.7186461442616,27.5724074606006,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,27.5724074606006,10014.2350933013,720.285029056254
85,26.1199,8301,63.368,63.3679318353534,32.1779312889241,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,32.1779312889241,13662.7963245415,840.484347473568
86,26.0702,16207,133.019,133.018844109029,43.6528649311831,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,43.6528649311831,25148.1314001892,1138.03891932893
87,25.9737,17340,118.163,118.162759114988,42.1882070390637,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,42.1882070390637,23303.8486063666,1095.78383317053
88,25.9723,3463,16.229,16.2293728203513,14.9891556591077,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,14.9891556591077,2902.08647026774,389.302847525043
89,25.9562,5026,41.703,41.7028713398613,25.6866027221552,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,25.6866027221552,8571.72701943393,666.726597576806
90,25.9497,10214,86.194,86.1938682155451,34.8650100149236,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,34.8650100149236,15846.7610166636,904.736550384264
91,25.9404,9456,85.252,85.2524650199339,36.0416639492907,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,36.0416639492907,16929.5187216359,934.935179510181
92,25.9261,11545,54.501,54.5005574944662,29.379335721686,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,29.379335721686,11206.8331480473,761.691595854005
93,25.9168,25073,115.964,115.964436729206,41.8093425368272,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,41.8093425368272,22783.6862571701,1083.56436865844
94,25.9091,9308,71.183,71.182730803499,32.8571895762228,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,32.8571895762228,14019.0313326269,851.300210449315
95,25.8996,6462,43.288,43.2877930194372,25.7299059757733,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,25.7299059757733,8563.12862470673,666.394272810139
96,25.8922,14162,82.717,82.7173343247268,34.7268615572344,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,34.7268615572344,15650.5741667832,899.154844812223
97,25.8713,5935,145.594,145.593511404353,47.2452802894939,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,47.2452802894939,29036.7569819745,1222.29681995358
98,25.8531,25820,238.469,238.469498041508,55.5407299545658,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,55.5407299545658,40156.1883472817,1435.90004558839
99,25.8354,2960,25.407,25.407309299917,19.0740599168629,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,19.0740599168629,4664.25915425793,492.78596757612
100,25.8219,8853,92.536,92.5361334949266,36.2698444789179,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,36.2698444789179,16988.6616285289,936.55629715017
101,25.8097,10045,139.299,139.298812945839,47.7266737320158,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,47.7266737320158,29493.5310912829,1231.81113102121
102,25.7944,1270,7.878,7.87785508984234,12.4361640414874,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,12.4361640414874,1965.46786787093,320.783389751742
103,25.7746,5349,52.298,52.2977513105143,30.2123245354489,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,30.2123245354489,11716.5969050047,778.71057997138
104,25.774,9080,27.262,27.262415154255,19.3609370110606,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,19.3609370110606,4783.58227759606,499.008790523076
105,25.7635,1301,35.417,35.4169900845736,28.3512503231894,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,28.3512503231894,10300.1158285623,730.427437701491
106,25.7625,4381,44.433,44.4332421047147,25.6045837727289,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,25.6045837727289,8389.26424392431,659.63808944493
107,25.7424,10649,83.934,83.9341304852278,38.5236454416492,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,38.5236454416492,19061.9429535206,991.69109041711
108,25.7208,3565,12.013,12.012707724818,12.8123918991071,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,12.8123918991071,2075.02681518906,329.544969558554
109,25.7118,5152,33.301,33.3011082096491,22.3618352208007,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,22.3618352208007,6362.3362321597,574.963034830183
110,25.705,4257,27.478,27.4780660547258,19.9191135178801,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,19.9191135178801,5037.99135496466,512.020812977109
111,25.7016,10667,106.345,106.344780480955,40.954418883614,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,40.954418883614,21491.7954161922,1052.59409237909
112,25.6923,24735,91.558,91.5579948597588,37.0411215011901,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,37.04112150119,17545.1063692221,951.671605945025
113,25.6602,7251,42.971,42.9709202299127,24.8666846550228,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,24.8666846550228,7846.58547760171,638.084101584816
114,25.6454,8895,91.331,91.3312059040181,38.4704609306345,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,38.4704609306345,18865.0935307199,986.590358750495
115,25.6428,4324,28.325,28.3249747348018,20.7125669778751,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,20.7125669778751,5423.60163400892,531.128212500257
116,25.6343,546,3.287,3.28742658495321,7.01207037332783,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,7.01207037332783,612.502106956923,179.749515570997
117,25.6319,25375,248.127,248.127269776072,57.192336698543,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,57.192336698543,41865.6919275474,1465.94825502338
118,25.6182,5009,43.303,43.3028889549896,24.0886760434579,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,24.0886760434579,7335.99852118875,617.108520616512
119,25.6049,4646,96.544,96.5443056400691,38.2267844497081,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,38.2267844497081,18566.1619225804,978.79299315633
120,25.6044,9509,163.428,163.42762255414,50.1056344234378,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,50.1056344234378,32008.874360817,1282.92470603147
121,25.6039,18409,215.358,215.357918126509,55.9109683894072,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,55.9109683894073,39911.0509093131,1431.53884354554
122,25.5943,5992,91.664,91.66374106484,36.603745913303,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,36.603745913303,16999.287535617,936.84725402885
123,25.5733,4507,33.456,33.4559977300232,22.3408830409323,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,22.3408830409324,6281.67116830726,571.330104270675
124,25.5712,18029,88.415,88.4151188303367,35.9530268929805,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,35.9530268929805,16366.6543971802,919.362041285783
125,25.5617,4786,31.903,31.9027393203869,23.5987385575888,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,23.5987385575888,7007.52595321862,603.223875387518
126,25.5605,4548,35.707,35.7072972964961,24.2444209260358,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,24.2444209260357,7398.13284317471,619.699521079937
127,25.5603,5395,35.414,35.4144854452461,22.6761496667109,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,22.6761496667109,6466.25356388826,579.609188326031
128,25.5461,3276,101.37,101.370306595461,39.2324353644448,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,39.2324353644448,19472.1456440135,1002.23571706364
129,25.5206,6456,185.001,185.001036958769,53.9076009926119,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,53.9076009926119,36842.0894275469,1375.75432189205
130,25.5169,7623,33.405,33.4045076043694,21.8324383010709,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,21.8324383010709,5970.61197318533,557.096144884596
131,25.5141,21657,185.696,185.696138823463,54.7477658699084,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,54.7477658699085,37987.5832756657,1396.83997318143
132,25.4613,1976,8.939,8.93919033501879,11.7306717455029,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,11.7306717455029,1702.33883548096,298.678152513774
133,25.4463,21722,138.017,138.017164894845,45.4374667132566,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,45.4374667132566,25963.2143674188,1156.21540922554
134,25.4451,18257,73.443,73.4426112199726,33.0803295770543,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,33.0803295770543,13703.663652947,841.732294121105
135,25.442,12667,72.104,72.1035401453264,32.8821516430205,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,32.8821516430205,13535.5856310803,836.587702101727
136,25.4282,17153,90.022,90.0221036998555,37.7387484186952,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,37.7387484186952,17841.6498906807,959.628442540265
137,25.4154,5426,93.781,93.7813969242852,37.4440680595103,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,37.4440680595103,17544.5259971332,951.655967359679
138,25.4046,4106,22.766,22.7658381146903,17.9504584069125,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,17.9504584069125,3990.28671339538,456.02421564425
139,25.3954,7167,27.173,27.1731375101954,20.2796577962509,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,20.2796577962509,5097.37298853655,515.01002159891
140,25.3778,7320,63.677,63.6767924248707,32.3359865246707,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,32.3359865246707,13020.4334342271,820.616198825787
141,25.3744,3211,18.533,18.5328128998808,16.4806258855085,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,16.4806258855085,3351.80093566495,418.185993469248
142,25.3682,12646,48.893,48.8933951393701,25.9339126173542,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,25.9339126173542,8344.74157247825,657.896682059565
143,25.3621,7801,95.228,95.2282396590454,40.8344801793039,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,40.834480179304,20800.9750181124,1035.64816975552
144,25.359,6315,33.695,33.6952207107097,22.2015029413117,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,22.2015029413117,6098.83853333805,563.007913088723
145,25.3411,8316,119.128,119.127721937606,41.7532643326728,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,41.7532643326728,21717.6060649344,1058.07364678069
146,25.3242,47701,204.153,204.153250840493,52.7743606173274,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,52.7743606173274,34754.9239675827,1336.46846314532
147,25.3145,10884,43.748,43.7477140156552,25.1394730420982,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,25.1394730420982,7804.7847274476,636.393190324195
148,25.2874,3924,98.786,98.7861985041527,38.7268740222767,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,38.7268740222767,18585.600922793,979.301954150921
149,25.2781,6958,55.045,55.0450329887681,32.855477227961,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,32.855477227961,13338.8209380613,830.524038916122
150,25.2755,6812,52.771,52.7712314947275,27.8646483077766,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,27.8646483077766,9571.69575165179,704.292918303208
151,25.2745,13033,128.199,128.198738980107,43.7283478785618,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,43.7283478785618,23709.2342157004,1105.21212845671
152,25.2729,5975,53.559,53.5586680800188,28.3061473305162,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,28.3061473305162,9877.3876540579,715.378430869403
153,25.2588,4204,27.713,27.7126276104245,20.077327460563,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,20.077327460563,4941.57310169712,507.129198860868
154,25.2578,9640,47.992,47.992396884656,26.5560947671268,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,26.5560947671268,8676.13269056718,670.748530409135
155,25.2478,5759,32.753,32.7531562295044,21.5026025851116,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,21.5026025851116,5668.15708766468,542.893409548381
156,25.2435,11895,73.051,73.0513354062568,36.5623518227073,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,36.5623518227073,16495.907890234,922.961728236511
157,25.2435,11402,63.995,63.9952650747437,32.5213450539034,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,32.5213450539034,13031.1793406461,820.952573868211
158,25.2426,5977,41.62,41.6199930440634,25.5720247323553,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,25.5720247323553,8031.34979225304,645.504391508953
159,25.24,29553,101.885,101.884949639672,38.3153880360695,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,38.3153880360695,18121.6450804006,967.080394030393
160,25.2396,6696,26.48,26.4799315747805,19.6523735660035,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,19.6523735660035,4726.04523426971,496.018047856503
161,25.2337,5221,28.054,28.0544693252305,21.9945254850391,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,21.9945254850391,5925.5457536134,555.003257731831
162,25.2201,14906,81.202,81.2018730503041,34.8518820919824,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,34.8518820919824,14951.3077023636,878.967951548004
163,25.2185,3752,107.947,107.947323309723,40.6131032470802,312.970401124912,20.4277083652128,62.7467997642881,15.0887113052666,40.6131032470802,20340.7664072462,1024.20154423649
