"treeID","Z","npoints","convhull_area","area","perimeter","max_area_conifer_drone","avg_area_conifer_drone","max_perimeter_conifer_drone","avg_perimeter_conifer_drone","crown_diameter_hull_conifer_drone","AGB_conifer_drone"
9441,4.3472,756,10.189,10.1890197948669,12.022943940314,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,12.022943940314,143.675447290606
9452,4.3244,108,1.482,1.48176630027592,5.39258978237551,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,5.39258978237551,33.8838359032868
9470,4.2828,764,73.251,73.2510726330802,44.8638177895592,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,44.8638177895592,1477.25328402943
9478,4.2616,3555,81.151,81.1510659213236,35.1691716272703,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,35.1691716272704,946.963625819519
9482,4.2447,686,8.608,8.60751313986839,10.7225210537575,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,10.7225210537575,112.161952693998
9491,4.2233,812,45.269,45.2688780352473,31.3028238557323,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,31.3028238557323,756.448593512443
9501,0,1203,21.366,21.3662780898158,18.3840154925779,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,18.3840154925779,0
9524,4.119,418,7.042,7.04214386525564,10.3829226766367,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,10.3829226766367,100.33614048796
9529,4.1093,4193,77.39,77.3897687296849,35.4590683882242,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,35.4590683882242,900.376845090787
9534,4.0989,801,14.048,14.0475670753513,13.977912637062,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,13.977912637062,169.349620901126
9536,4.0955,2433,72.402,72.4022560706362,35.2680740261202,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,35.2680740261202,886.361106395448
9599,3.8718,88,1.83,1.83039206496323,5.09451509565313,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,5.09451509565313,25.1099698320494
9615,3.8389,285,10.82,10.8201893451624,12.8432545030929,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,12.8432545030929,129.427494469615
9620,3.8321,511,4.225,4.22545157489367,8.53738481343569,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,8.5373848134357,62.1142708039436
9621,3.8309,540,7.883,7.88272410011268,11.6570838159702,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,11.6570838159702,108.41075763656
9628,3.8188,926,23.311,23.3111084799748,18.8026406605084,312.970401124912,29.7593746987942,62.7467997642881,17.6617583368406,18.8026406605084,253.669863515495
