"TreeHeight","CrownArea","CrownPerimeter","AGB_mixed"
28.84,53.2298500000034,28.0962878434192,4982.00592201933
26.87,11.6007500002161,13.327593239611,1744.80001884464
26.65,26.0202500000596,22.4092918121567,3031.43226590239
26.58,43.9943500012159,27.4564725229414,4179.53107522527
26.52,0.769449999963399,3.51514115062854,297.73192483777
26.46,53.1716499989852,30.2124219928467,4709.36977260919
26.38,20.8430999997072,17.166711069741,2481.82298405415
26.24,2.93345000012778,8.9582836064672,762.360593922384
26.04,33.7136500002816,22.8799518545362,3400.5761570901
26.02,137.741600001231,45.4634716826678,8440.03229376366
26.01,117.893350001425,43.385025171589,7696.78104599674
25.88,16.4650499999989,16.3174076829537,2135.40829689544
25.84,4.63800000026822,9.82558350821905,972.013598229809
25.83,17.3551000002772,17.9266580130203,2251.18678446338
25.8,0.764599999936763,3.87692604617375,298.165466429274
25.77,3.32815000019036,7.18876685713181,747.888657996082
25.71,35.4263999991817,23.0953954459163,3455.80481603294
25.69,6.68035000009695,10.6539040260066,1188.9843577109
25.65,15.5291999999899,16.7598363576866,2073.81643076355
25.65,18.8640000002924,18.2790772358986,2345.94600213304
25.6,47.6789999995381,27.2992354306108,4199.14515781355
25.57,61.9042500001378,31.0302706169128,4966.9497012599
25.55,32.6125500004273,22.9972539468009,3292.93525689147
25.48,34.2962999992305,22.5562750981642,3349.03383771315
25.44,8.74599999995553,12.6997197992798,1421.49252161932
25.43,62.5845499999123,30.4820696644311,4943.04803984783
25.35,56.2613499988802,33.1509370452832,4792.58902762579
25.33,24.7878500001971,21.7840792368177,2802.65130371204
25.31,43.2601499995217,27.1788095804345,3953.77795105115
25.25,39.2551999998977,23.2943626046068,3588.35412305427
25.23,4.52939999988303,9.54001280506384,931.851600320106
25.22,17.0294499993324,16.194817796341,2116.99537650975
25.21,34.0612499999115,23.3643965923655,3340.78423561572
25.21,24.9333000002662,19.2479717388706,2696.85215705398
25.16,56.9569500004873,29.7612131821496,4637.07723600683
25.14,6.25890000013169,9.39841020100167,1087.00183200078
25.13,86.5123999996576,36.5420687823569,6071.36809152345
25.11,3.33014999993611,7.17200886872862,730.335463443228
