treeID,Z,npoints,convhull_area,area,perimeter,crown_diameter_hull_deciduous_drone
5718,11.8445,633,8.205,8.20514276030008,11.2774269460759,11.2774269460759
5719,11.8443,7647,106.767,106.766522110396,39.8066366425795,39.8066366425795
5720,11.844,159,2.28,2.280334125011,5.7110588142061,5.7110588142061
5721,11.8427,115,1.558,1.55785237514647,4.80065947172493,4.80065947172492
5722,11.8422,532,7.739,7.73864094045712,10.7155201666665,10.7155201666665
5723,11.8419,282,3.194,3.19449022997287,8.06091081431995,8.06091081431995
5724,11.8412,429,16.286,16.2857413150123,27.3712748800341,27.3712748800341
5725,11.8408,1160,28.745,28.7448787293397,28.7391454791203,28.7391454791203
5726,11.84,393,23.301,23.3006574905994,25.4224325695561,25.4224325695561
5727,11.84,2649,18.776,18.7756727146334,16.2886157399683,16.2886157399683
5728,11.8394,685,12.975,12.9749052199186,14.5287938411349,14.5287938411349
5729,11.8392,3090,18.322,18.3223229248542,16.3905567742792,16.3905567742792
5730,11.8389,437,7.487,7.48704678483773,10.4578169841746,10.4578169841746
5731,11.8377,682,3.093,3.09270449499309,6.60601541656083,6.60601541656083
5732,11.8375,801,11.782,11.7819181900704,13.9396690976724,13.9396690976724
5733,11.8326,225,1.334,1.33393090497339,4.48365826713373,4.48365826713373
5734,11.8317,200,1.785,1.78539414511761,5.00227119444284,5.00227119444284
5735,11.8306,249,2.98,2.97968597488943,7.0435087129367,7.0435087129367
5736,11.8301,147,2.143,2.14264492504299,5.60777467196782,5.60777467196782
5737,11.8281,706,44.41,44.4097187267616,29.1009543739135,29.1009543739135
5738,11.8269,964,13.728,13.7276368150488,16.1227318228152,16.1227318228152
5739,11.8236,515,3.789,3.78882982008508,7.68684422984372,7.68684422984372
5740,11.8225,103,0.822,0.822033505013678,3.53560497939123,3.53560497939123
5741,11.8212,617,7.281,7.28085342497798,10.8999831098315,10.8999831098315
5742,11.8211,166,1.537,1.53734864015132,5.44111292627068,5.44111292627068
5743,11.8207,805,7.918,7.91762484017454,11.405883106026,11.405883106026
5744,11.8186,474,6.88,6.8801555003738,10.4069966092266,10.4069966092266
5745,11.8169,252,4.521,4.52094534004573,8.74146837228802,8.74146837228802
5746,11.8167,866,9.064,9.06397496035788,11.9570928099107,11.9570928099107
5747,11.816,1448,14.241,14.241437774268,15.4988415471823,15.4988415471823
5749,11.8145,318,2.233,2.23292865988333,5.7378052037571,5.7378052037571
5750,11.8142,278,1.285,1.28465626986872,4.30691386386329,4.30691386386329
5751,11.814,207,2.274,2.27375344501343,5.64358053275802,5.64358053275802
5752,11.8139,207,2.194,2.1942901800503,5.76309988517688,5.76309988517688
5753,11.8123,386,25.171,25.1706784903072,25.4770334858166,25.4770334858166
5754,11.8092,125,1.094,1.09449470996333,5.32266285229977,5.32266285229977
5755,11.8078,110,1.041,1.04147668505902,3.93114870095332,3.93114870095332
5756,11.8077,169,1.519,1.51924092008267,5.45911492824986,5.45911492824986
5757,11.8074,502,5.457,5.45746994990623,8.84547208504695,8.84547208504695
